Date,resid
2007-05-16,0.3616654670485796
2007-05-17,0.43243558092194373
2007-05-18,0.5030366748153425
2007-05-21,0.5726490531084036
2007-05-22,0.6356157424313158
2007-05-23,0.6880119356371437
2007-05-24,0.7268381897784615
2007-05-25,0.7688711568538965
2007-05-29,0.8252362607836734
2007-05-30,0.8913172641528663
2007-05-31,0.9532689306985722
2007-06-01,1.0229789640860096
2007-06-04,1.1048363872746574
2007-06-05,1.1723973423000154
2007-06-06,1.2316689248746897
2007-06-07,1.2730175737974547
2007-06-08,1.3231358730617142
2007-06-11,1.368669338943485
2007-06-12,1.4037529555305737
2007-06-13,1.4645575225458078
2007-06-14,1.5290491671299697
2007-06-15,1.5992608634566088
2007-06-18,1.6655907138827444
2007-06-19,1.7426773806709426
2007-06-20,1.8151691407200787
2007-06-21,1.8785659147114555
2007-06-22,1.9262409387028439
2007-06-25,1.977420299119781
2007-06-26,2.0142480275772625
2007-06-27,2.059752603367792
2007-06-28,2.10177818130008
2007-06-29,2.138366599689503
2007-07-02,2.1828649357775918
2007-07-03,2.2257120421314966
2007-07-05,2.263348957447927
2007-07-06,2.305173543263309
2007-07-09,2.34326654215245
2007-07-10,2.365210049861532
2007-07-11,2.4021712713240135
2007-07-12,2.460604489444546
2007-07-13,2.523917652848206
2007-07-16,2.6040747514170417
2007-07-17,2.685075849750289
2007-07-18,2.765264706563076
2007-07-19,2.850259114936662
2007-07-20,2.927911118962383
2007-07-23,3.0098006942133404
2007-07-24,3.0771178717516774
2007-07-25,3.1532662864825527
2007-07-26,3.202221225296205
2007-07-27,3.2226616075613164
2007-07-30,3.2564655724885814
2007-07-31,3.26922910541591
2007-08-01,3.2888489734817568
2007-08-02,3.3114886463632853
2007-08-03,3.316990149181257
2007-08-06,3.3484566682388035
2007-08-07,3.3830448760618705
2007-08-08,3.4318985921465
2007-08-09,3.4459345672959327
2007-08-10,3.439467569607065
2007-08-13,3.432340503577191
2007-08-14,3.409365447090806
2007-08-15,3.372635639982936
2007-08-16,3.3309442014034603
2007-08-17,3.3139305916517303
2007-08-20,3.299777279595146
2007-08-21,3.283298283093083
2007-08-22,3.27607268067389
2007-08-23,3.2649385156359
2007-08-24,3.267864194809995
2007-08-27,3.2646964504390787
2007-08-28,3.239168304663182
2007-08-29,3.2310247255511144
2007-08-30,3.2279925047411338
2007-08-31,3.2406308439906084
2007-09-04,3.262026669864397
2007-09-05,3.2635822199843516
2007-09-06,3.27054344337635
2007-09-07,3.251496096341306
2007-09-10,3.230795159318936
2007-09-11,3.220275141086017
2007-09-12,3.2149768176818694
2007-09-13,3.222292882783105
2007-09-14,3.225131617644026
2007-09-17,3.2255353265189806
2007-09-18,3.2642328642031817
2007-09-19,3.304274775463153
2007-09-20,3.344018361523486
2007-09-21,3.3916633573080146
2007-09-24,3.453322016891649
2007-09-25,3.51768436453381
2007-09-26,3.5849395795713903
2007-09-27,3.669872268796047
2007-09-28,3.752134964203366
2007-10-01,3.8435801496225297
2007-10-02,3.9226688367883282
2007-10-03,3.9943723613132
2007-10-04,4.060800280668655
2007-10-05,4.1301275233919
2007-10-08,4.200202621749397
2007-10-09,4.292979497937337
2007-10-10,4.371606237488812
2007-10-11,4.4465712468312155
2007-10-12,4.514163251238245
2007-10-15,4.57579960471024
2007-10-16,4.639818790319284
2007-10-17,4.700894907758358
2007-10-18,4.769393985908409
2007-10-19,4.807638836027707
2007-10-22,4.846264636421278
2007-10-23,4.903870282269079
