Date,resid
2008-10-20,-34.05889956072212
2008-10-21,-32.61927178298158
2008-10-22,-30.830611318613737
2008-10-23,-28.68816034672689
2008-10-24,-26.33986007433069
2008-10-27,-23.75626980113135
2008-10-28,-21.211070443497945
2008-10-29,-19.299386807623634
2008-10-30,-18.75960605841254
2008-10-31,-17.902630942941414
2008-11-03,-17.160620764952185
2008-11-04,-16.371581979777737
2008-11-05,-15.606455067204966
2008-11-06,-14.2523384656102
2008-11-07,-12.993634015164906
2008-11-10,-11.72008909694425
2008-11-12,-10.213514260231198
2008-11-13,-8.400254551425013
2008-11-14,-6.525840579438016
2008-11-17,-4.613960751120142
2008-11-18,-2.3592674137134138
2008-11-19,-0.18423057069963544
2008-11-20,2.424220772087944
2008-11-21,4.917033806773754
2008-11-24,7.469334527590325
2008-11-25,9.940181451854569
2008-11-26,12.120252007073459
2008-11-28,14.133818334126225
2008-12-01,15.85694148921915
2008-12-02,17.81897227989291
2008-12-03,19.819367995727166
2008-12-04,21.85732639247813
2008-12-05,23.820253020616146
2008-12-08,25.47853470075347
2008-12-09,26.930154304598876
2008-12-10,28.062050668175495
2008-12-11,28.817319922742584
2008-12-12,29.703858381565645
2008-12-15,30.511740491410137
2008-12-16,31.217545037759702
2008-12-17,31.68942267664485
2008-12-18,31.804361092172247
2008-12-19,31.874594110192366
2008-12-22,32.18333516257679
2008-12-23,32.7490825597384
2008-12-24,33.05352966696795
2008-12-26,33.306774380697284
2008-12-29,33.20767042454293
2008-12-30,33.03689005068301
2008-12-31,32.890880284969484
2009-01-02,33.22496152227731
2009-01-05,33.46114538911695
2009-01-06,33.664530575666205
2009-01-07,33.73311923368217
2009-01-08,34.122704880259626
2009-01-09,34.67814971721075
2009-01-12,35.28396085306074
2009-01-13,35.91206740998287
2009-01-14,36.538158470265316
2009-01-15,37.483807801974585
2009-01-16,38.04559495457825
2009-01-21,38.75387608482171
2009-01-22,39.514033754157296
2009-01-23,40.4287232364148
2009-01-26,41.33303916775436
2009-01-27,42.232876723387385
2009-01-28,42.937829744412284
2009-01-29,43.664787948129614
2009-01-30,44.483931114464646
2009-02-02,45.368991383496976
2009-02-03,46.2994441379806
2009-02-04,47.0870994541074
2009-02-05,47.807819018497625
2009-02-06,48.489916315108104
2009-02-09,49.23709415284486
2009-02-10,50.09817206979231
2009-02-11,50.97672463977642
2009-02-12,51.89614662415097
2009-02-13,52.87593692224128
2009-02-18,54.36088634668798
2009-02-19,56.01141840745975
2009-02-20,58.0160473057472
2009-02-23,59.78586810124851
2009-02-24,61.72575645469544
2009-02-25,63.620104458845525
2009-02-26,65.50740406394867
2009-02-27,67.51505390880818
2009-03-02,69.83184044571189
2009-03-03,71.96617388251117
2009-03-04,74.05123605829952
2009-03-05,76.24249953282728
2009-03-06,78.20349866270298
2009-03-09,80.11965601642486
2009-03-10,81.64849688850626
2009-03-11,82.84461026981351
2009-03-12,84.26789521913447
2009-03-13,85.5785912047512
2009-03-16,86.45688777385136
2009-03-17,87.15971713946746
2009-03-18,87.79366218597949
2009-03-19,88.2629873655363
2009-03-20,88.79155021100439
2009-03-23,89.16859775398738
2009-03-24,89.52186856133422
2009-03-25,89.61089787005886
2009-03-26,89.4032101024933
2009-03-27,89.35323023669919
2009-03-30,89.74848370907613
2009-03-31,89.99814038661789
2009-04-01,90.15300266522188
2009-04-02,89.9712226570322
2009-04-03,89.85504837764411
2009-04-06,89.44719644596073
2009-04-07,89.14953739091784
2009-04-08,89.16964439236571
2009-04-09,88.88037908703909
2009-04-13,88.65499869087331
2009-04-14,88.41647762567624
2009-04-15,88.31788261607477
2009-04-16,88.2000828539176
2009-04-17,88.05102770871962
2009-04-20,87.92746351925081
2009-04-21,87.99026072217116
2009-04-22,88.01853164271371
2009-04-23,88.01742021000904
2009-04-24,87.9796887502282
2009-04-27,87.93126167453434
2009-04-28,87.98838379309296
2009-04-29,87.90835725849041
2009-04-30,87.28952282785343
2009-05-01,86.69251292298253
2009-05-04,86.02707345019843
2009-05-05,85.35978910797745
2009-05-06,84.74004827172939
2009-05-07,83.9626118825588
2009-05-08,83.07005899629125
2009-05-11,82.07733975685278
2009-05-12,81.15625850939577
2009-05-13,80.26006803324937
2009-05-14,79.5447213273536
2009-05-15,78.71729892286635
2009-05-18,77.95546888690072
2009-05-19,77.06291166135037
2009-05-20,76.18061203628291
2009-05-21,75.23628694848686
2009-05-22,74.28816648512971
2009-05-27,73.55483761187507
2009-05-28,72.73080994703942
2009-05-29,71.92792015029454
2009-06-01,70.88715973552023
2009-06-02,69.89154502167857
2009-06-03,68.95724337328105
2009-06-04,68.0840031110812
2009-06-05,67.16892361132797
2009-06-08,66.23414176050886
2009-06-09,65.41518746792036
2009-06-10,64.58429367093177
2009-06-11,63.69966704395704
2009-06-12,62.8108212305111
2009-06-15,62.008568092716835
2009-06-16,61.19931113926197
2009-06-17,60.48749847452353
2009-06-18,59.787703334015326
2009-06-19,59.10080109674459
2009-06-22,58.5453047548027
2009-06-23,58.00109828907562
2009-06-24,57.411586132827125
2009-06-25,56.88035300973256
2009-06-26,56.34043329866806
2009-06-29,55.806070933152135
2009-06-30,55.24207413474717
2009-07-01,54.535915669230896
2009-07-02,53.960668554900444
2009-07-07,53.414658311287916
2009-07-08,52.92941074311976
2009-07-09,52.48985369221902
2009-07-10,52.13805572516865
2009-07-13,51.98195972790672
2009-07-14,51.701517726915135
2009-07-15,51.21031754596857
2009-07-16,50.667045145727364
2009-07-17,50.04483614796532
2009-07-20,49.30145572128215
2009-07-21,48.60143186677876
2009-07-22,47.94125979484133
2009-07-23,47.23209356847001
2009-07-24,46.51517710983871
2009-07-27,45.78554219464889
2009-07-28,45.06037815396844
2009-07-29,44.39566540409209
2009-07-30,43.60024908872338
2009-07-31,42.7416353609418
2009-08-03,41.81326073091609
2009-08-04,40.9351157446526
2009-08-05,40.155393651548955
2009-08-06,39.36929194173645
2009-08-07,38.625941656401956
2009-08-10,37.9516609060014
2009-08-11,37.438231118082854
2009-08-12,36.97049125882484
2009-08-13,36.470332084328696
2009-08-14,36.04650272019871
2009-08-17,35.80397950404541
2009-08-18,35.44162174740879
2009-08-19,35.09511930178239
2009-08-20,34.73586825323051
2009-08-21,34.39333283563073
2009-08-24,34.03764578416244
2009-08-25,33.77808046526431
2009-08-26,33.45069791690166
2009-08-27,33.420564168199604
2009-08-28,33.09191049038837
2009-08-31,32.81955613879509
2009-09-01,32.52131887398777
2009-09-02,32.209317241181424
2009-09-03,31.92689416620638
2009-09-04,31.582667885010085
2009-09-09,31.110308050936396
2009-09-10,30.65000714124168
2009-09-11,30.219230185564488
2009-09-14,29.81048139436706
2009-09-15,29.368482192804727
2009-09-16,28.812469092417736
2009-09-17,28.238410544614034
2009-09-18,27.677488684630845
2009-09-21,27.112258822078644
2009-09-22,26.478535160660233
2009-09-23,25.800304335661725
2009-09-24,25.13393109432289
2009-09-25,24.433059994048513
2009-09-28,23.8287366570653
2009-09-29,23.203539164145077
2009-09-30,22.484635369420268
2009-10-01,21.76621871557049
2009-10-02,21.138775291564635
2009-10-05,20.386840465093066
2009-10-06,19.65008073323213
2009-10-07,18.97141973807934
2009-10-08,18.2636049373937
2009-10-09,17.594685940033617
2009-10-12,16.960723656528092
2009-10-13,16.31834203717172
2009-10-14,15.615197999337557
2009-10-15,14.911603090030722
2009-10-16,14.264740480814584
2009-10-19,13.707259288337193
2009-10-20,13.100150512804758
2009-10-21,12.654137032832256
2009-10-22,12.321363962109794
2009-10-23,12.014591451976058
2009-10-26,11.63294378351395
2009-10-27,11.34476261271475
2009-10-28,11.005470542586918
2009-10-29,10.678940202805363
2009-10-30,10.390495492739896
2009-11-02,10.105242216087985
2009-11-03,9.871881356378177
2009-11-04,9.464898334734537
2009-11-05,9.092189154612024
2009-11-06,8.641394006376789
2009-11-09,8.082826845700442
2009-11-10,7.550974322496698
2009-11-11,6.999168759809377
2009-11-12,6.495379904092173
2009-11-13,5.973393760905953
2009-11-16,5.42154586984255
2009-11-17,4.924084424579641
2009-11-18,4.444034781014958
2009-11-19,4.063821814023639
2009-11-20,3.6375047869395765
2009-11-23,3.1598968109593657
2009-11-24,2.6891111619810593
2009-11-25,2.2038135207727487
2009-11-30,1.8550041943725821
2009-12-01,1.4409909500080937
2009-12-02,0.99907626571569
2009-12-03,0.571937505630367
2009-12-04,0.16894456421547854
2009-12-07,-0.1599764127634664
2009-12-08,-0.5260619111787639
2009-12-09,-0.812062685634479
2009-12-10,-1.0253518211277344
